ID,DAY,TIME_OF DAY,EXACT_TIME(H:M),WEATHER,GRID,CORNER,HEIGHT,NO_OF_PERSONS,WINDOWS_OPEN,HUMIDITY,TEMP_CELCIUS
307,2,AFTERNOON,3:01,SUNNY,G,G2,LOW,4.0,4,0.56,31.2
308,2,AFTERNOON,3:04,SUNNY,G,G2,HIGH,4.0,4,0.58,32.8
309,2,AFTERNOON,2:53,SUNNY,G,G3,LOW,5.0,4,0.63,34.1
310,2,AFTERNOON,3:06,SUNNY,G,G3,HIGH,3.0,4,0.54,34.7
311,2,AFTERNOON,3:00,SUNNY,G,G4,LOW,4.0,4,0.61,34.0
312,2,AFTERNOON,3:11,SUNNY,G,G4,HIGH,5.0,4,0.53,34.3
313,2,AFTERNOON,2:59,SUNNY,H,H1,LOW,3.0,4,0.58,36.8
314,2,AFTERNOON,3:06,SUNNY,H,H1,HIGH,4.0,4,0.61,34.3
315,2,AFTERNOON,3:00,SUNNY,H,H2,LOW,5.0,4,0.59,35.5
316,2,AFTERNOON,3:07,SUNNY,H,H2,HIGH,4.0,4,0.55,32.0
317,2,AFTERNOON,3:00,SUNNY,H,H3,LOW,4.0,4,0.57,32.0
318,2,AFTERNOON,3:09,SUNNY,H,H3,HIGH,5.0,4,0.58,36.8
319,2,AFTERNOON,2:52,SUNNY,H,H4,LOW,3.0,4,0.61,35.5
320,2,AFTERNOON,3:04,SUNNY,H,H4,HIGH,3.0,4,0.53,35.0
321,2,EVENING,4:59,CLEAR,A,A1,LOW,4.0,4,0.55,33.0
322,2,EVENING,5:02,CLEAR,A,A1,HIGH,4.0,4,0.65,31.6
323,2,EVENING,4:55,CLEAR,A,A2,LOW,4.0,4,0.55,30.9
324,2,EVENING,5:03,CLEAR,A,A2,HIGH,3.0,4,0.57,33.2
325,2,EVENING,4:53,CLEAR,A,A3,LOW,3.0,4,0.56,33.9
326,2,EVENING,4:57,CLEAR,A,A3,HIGH,3.0,4,0.57,32.8
327,2,EVENING,5:02,CLEAR,A,A4,LOW,2.0,4,0.52,33.4
328,2,EVENING,5:03,CLEAR,A,A4,HIGH,3.0,4,0.52,31.2
329,2,EVENING,4:47,CLEAR,B,B1,LOW,3.0,4,0.52,32.5
330,2,EVENING,4:46,CLEAR,B,B1,HIGH,4.0,4,0.53,31.3
331,2,EVENING,4:55,CLEAR,B,B2,LOW,3.0,4,0.55,33.6
332,2,EVENING,4:55,CLEAR,B,B2,HIGH,3.0,4,0.58,33.3
333,2,EVENING,4:59,CLEAR,B,B3,LOW,4.0,4,0.57,33.2
334,2,EVENING,5:03,CLEAR,B,B3,HIGH,4.0,4,0.57,32.8
335,2,EVENING,4:46,CLEAR,B,B4,LOW,3.0,4,0.61,33.3
336,2,EVENING,4:56,CLEAR,B,B4,HIGH,4.0,4,0.52,32.7
337,2,EVENING,5:03,CLEAR,C,C1,LOW,1.0,1,0.53,33.3
338,2,EVENING,5:05,CLEAR,C,C1,HIGH,2.0,1,0.46,31.9
339,2,EVENING,5:00,CLEAR,C,C2,LOW,1.0,1,0.54,32.4
340,2,EVENING,5:03,CLEAR,C,C2,HIGH,3.0,1,0.55,31.9
341,2,EVENING,4:59,CLEAR,C,C3,LOW,3.0,1,0.56,31.1
342,2,EVENING,4:59,CLEAR,C,C3,HIGH,1.0,1,0.56,33.0
343,2,EVENING,5:01,CLEAR,C,C4,LOW,1.0,1,0.53,31.2
344,2,EVENING,5:05,CLEAR,C,C4,HIGH,1.0,1,0.62,34.4
345,2,EVENING,4:54,CLEAR,D,D1,LOW,2.0,1,0.53,29.7
346,2,EVENING,4:56,CLEAR,D,D1,HIGH,1.0,1,0.53,31.1
347,2,EVENING,4:58,CLEAR,D,D2,LOW,3.0,1,0.48,32.0
348,2,EVENING,4:53,CLEAR,D,D2,HIGH,2.0,1,0.57,32.0
349,2,EVENING,4:58,CLEAR,D,D3,LOW,2.0,1,0.58,31.2
350,2,EVENING,4:59,CLEAR,D,D3,HIGH,2.0,1,0.6,31.0
351,2,EVENING,4:52,CLEAR,D,D4,LOW,2.0,1,0.5,32.9
352,2,EVENING,4:48,CLEAR,D,D4,HIGH,3.0,1,0.52,31.5
353,2,EVENING,5:09,CLEAR,E,E1,LOW,3.0,1,0.51,31.3
354,2,EVENING,5:09,CLEAR,E,E1,HIGH,2.0,1,0.62,32.9
355,2,EVENING,4:53,CLEAR,E,E2,LOW,1.0,1,0.5,32.0
356,2,EVENING,4:57,CLEAR,E,E2,HIGH,2.0,1,0.66,33.4
357,2,EVENING,4:53,CLEAR,E,E3,LOW,2.0,1,0.49,30.6
358,2,EVENING,5:00,CLEAR,E,E3,HIGH,2.0,1,0.54,30.4
359,2,EVENING,5:06,CLEAR,E,E4,LOW,1.0,1,0.5,30.7
360,2,EVENING,5:04,CLEAR,E,E4,HIGH,2.0,1,0.5,31.1
361,2,EVENING,4:53,CLEAR,F,F1,LOW,3.0,1,0.56,32.1
362,2,EVENING,4:51,CLEAR,F,F1,HIGH,2.0,1,0.47,31.5
363,2,EVENING,4:53,CLEAR,F,F2,LOW,2.0,1,0.54,32.8
364,2,EVENING,4:59,CLEAR,F,F2,HIGH,2.0,1,0.61,31.2
365,2,EVENING,4:56,CLEAR,F,F3,LOW,2.0,1,0.49,30.2
366,2,EVENING,4:51,CLEAR,F,F3,HIGH,1.0,1,0.63,32.3
367,2,EVENING,4:51,CLEAR,F,F4,LOW,1.0,1,1.0,32.0
368,2,EVENING,4:58,CLEAR,F,F4,HIGH,3.0,1,0.58,31.6
369,2,EVENING,5:10,CLEAR,G,G1,LOW,2.0,4,0.58,31.4
370,2,EVENING,5:01,CLEAR,G,G1,HIGH,4.0,4,0.59,32.8
371,2,EVENING,5:01,CLEAR,G,G2,LOW,4.0,4,0.41,31.2
372,2,EVENING,4:51,CLEAR,G,G2,HIGH,2.0,4,0.56,31.4
373,2,EVENING,4:57,CLEAR,G,G3,LOW,3.0,4,0.54,33.6
374,2,EVENING,4:57,CLEAR,G,G3,HIGH,4.0,4,0.51,32.6
375,2,EVENING,5:03,CLEAR,G,G4,LOW,2.0,4,0.51,31.3
376,2,EVENING,5:11,CLEAR,G,G4,HIGH,3.0,4,0.61,31.7
377,2,EVENING,4:54,CLEAR,H,H1,LOW,2.0,4,0.52,33.3
378,2,EVENING,4:50,CLEAR,H,H1,HIGH,1.0,4,0.64,31.2
379,2,EVENING,4:51,CLEAR,H,H2,LOW,1.0,4,0.47,30.4
380,2,EVENING,4:52,CLEAR,H,H2,HIGH,2.0,4,0.43,33.4
381,2,EVENING,4:51,CLEAR,H,H3,LOW,3.0,4,0.57,33.1
382,2,EVENING,4:53,CLEAR,H,H3,HIGH,3.0,4,0.54,33.1
383,2,EVENING,4:54,CLEAR,H,H4,LOW,3.0,4,0.51,32.4
384,2,EVENING,4:48,CLEAR,H,H4,HIGH,1.0,4,0.57,31.1
385,3,MORNING,8:33,CLEAR,A,A1,LOW,2.0,4,0.74,27.8
386,3,MORNING,8:39,CLEAR,A,A1,HIGH,1.0,4,0.76,25.1
387,3,MORNING,8:34,CLEAR,A,A2,LOW,1.0,4,0.69,25.0
388,3,MORNING,8:39,CLEAR,A,A2,HIGH,1.0,4,0.58,25.6
389,3,MORNING,8:33,CLEAR,A,A3,LOW,3.0,4,0.77,27.0
390,3,MORNING,8:36,CLEAR,A,A3,HIGH,2.0,4,0.65,24.8
391,3,MORNING,8:44,CLEAR,A,A4,LOW,2.0,4,0.72,26.8
392,3,MORNING,8:41,CLEAR,A,A4,HIGH,3.0,4,0.73,25.9
393,3,MORNING,8:44,CLEAR,B,B1,LOW,3.0,4,0.78,25.1
394,3,MORNING,8:46,CLEAR,B,B1,HIGH,3.0,4,0.74,26.4
395,3,MORNING,8:45,CLEAR,B,B2,LOW,3.0,4,0.81,27.3
396,3,MORNING,8:42,CLEAR,B,B2,HIGH,5.0,4,0.72,26.1
397,3,MORNING,8:43,CLEAR,B,B3,LOW,5.0,4,0.65,25.9
398,3,MORNING,8:42,CLEAR,B,B3,HIGH,4.0,4,0.84,26.5
399,3,MORNING,8:43,CLEAR,B,B4,LOW,5.0,4,0.68,25.6
400,3,MORNING,8:42,CLEAR,B,B4,HIGH,3.0,4,0.71,23.7
401,3,MORNING,8:50,CLEAR,C,C1,LOW,3.0,1,0.64,24.7
402,3,MORNING,8:42,CLEAR,C,C1,HIGH,4.0,1,0.62,25.7
403,3,MORNING,8:53,CLEAR,C,C2,LOW,4.0,1,0.7,24.5
404,3,MORNING,8:46,CLEAR,C,C2,HIGH,3.0,1,0.66,26.9
405,3,MORNING,8:53,CLEAR,C,C3,LOW,3.0,1,0.69,26.5
406,3,MORNING,8:48,CLEAR,C,C3,HIGH,2.0,1,0.71,24.9
407,3,MORNING,8:53,CLEAR,C,C4,LOW,2.0,1,0.64,24.9
408,3,MORNING,8:52,CLEAR,C,C4,HIGH,4.0,1,0.76,25.9
409,3,MORNING,8:47,CLEAR,D,D1,LOW,4.0,1,0.77,25.6
410,3,MORNING,8:50,CLEAR,D,D1,HIGH,5.0,1,0.76,25.0
411,3,MORNING,8:49,CLEAR,D,D2,LOW,5.0,1,0.61,28.8
412,3,MORNING,8:54,CLEAR,D,D2,HIGH,6.0,1,0.69,25.6
413,3,MORNING,8:55,CLEAR,D,D3,LOW,6.0,1,0.64,26.9
414,3,MORNING,8:52,CLEAR,D,D3,HIGH,5.0,1,0.77,26.1
415,3,MORNING,8:57,CLEAR,D,D4,LOW,6.0,1,0.7,27.0
416,3,MORNING,9:00,CLEAR,D,D4,HIGH,7.0,1,0.66,25.4
417,3,MORNING,8:59,CLEAR,E,E1,LOW,3.0,1,0.74,24.1
418,3,MORNING,8:55,CLEAR,E,E1,HIGH,2.0,1,0.83,26.4
419,3,MORNING,8:56,CLEAR,E,E2,LOW,3.0,1,0.79,26.4
420,3,MORNING,8:57,CLEAR,E,E2,HIGH,2.0,1,0.71,24.9
421,3,MORNING,9:01,CLEAR,E,E3,LOW,3.0,1,0.73,24.7
422,3,MORNING,8:56,CLEAR,E,E3,HIGH,3.0,1,0.71,26.7
423,3,MORNING,9:06,CLEAR,E,E4,LOW,3.0,1,0.68,27.1
424,3,MORNING,9:02,CLEAR,E,E4,HIGH,2.0,1,0.75,25.3
425,3,MORNING,9:04,CLEAR,F,F1,LOW,7.0,1,0.72,26.5
426,3,MORNING,9:05,CLEAR,F,F1,HIGH,7.0,1,0.68,26.3
427,3,MORNING,9:04,CLEAR,F,F2,LOW,8.0,1,0.76,26.2
428,3,MORNING,8:57,CLEAR,F,F2,HIGH,7.0,1,0.83,26.7
429,3,MORNING,9:04,CLEAR,F,F3,LOW,6.0,1,0.72,25.8
430,3,MORNING,9:01,CLEAR,F,F3,HIGH,7.0,1,0.65,26.1
431,3,MORNING,9:05,CLEAR,F,F4,LOW,4.0,1,0.69,25.0
432,3,MORNING,9:05,CLEAR,F,F4,HIGH,5.0,1,0.79,26.7
433,3,MORNING,9:09,CLEAR,G,G1,LOW,6.0,4,0.65,25.1
434,3,MORNING,9:11,CLEAR,G,G1,HIGH,5.0,4,0.79,27.0
435,3,MORNING,9:06,CLEAR,G,G2,LOW,5.0,4,0.71,26.8
436,3,MORNING,9:10,CLEAR,G,G2,HIGH,5.0,4,0.72,26.2
437,3,MORNING,9:04,CLEAR,G,G3,LOW,6.0,4,0.69,24.6
438,3,MORNING,9:09,CLEAR,G,G3,HIGH,6.0,4,0.8,25.1
439,3,MORNING,9:08,CLEAR,G,G4,LOW,6.0,4,0.71,26.6
440,3,MORNING,9:10,CLEAR,G,G4,HIGH,5.0,4,0.69,24.9
441,3,MORNING,9:12,CLEAR,H,H1,LOW,6.0,4,0.72,24.5
442,3,MORNING,9:14,CLEAR,H,H1,HIGH,4.0,4,0.83,25.9
443,3,MORNING,9:04,CLEAR,H,H2,LOW,4.0,4,0.69,26.2
444,3,MORNING,9:13,CLEAR,H,H2,HIGH,4.0,4,0.8,25.3
445,3,MORNING,9:12,CLEAR,H,H3,LOW,5.0,4,0.7,25.9
446,3,MORNING,9:07,CLEAR,H,H3,HIGH,4.0,4,0.76,25.4
447,3,MORNING,9:06,CLEAR,H,H4,LOW,4.0,4,0.72,27.0
448,3,MORNING,9:05,CLEAR,H,H4,HIGH,6.0,4,0.74,27.3
449,3,AFTERNOON,2:35,SUNNY,A,A1,LOW,6.0,4,0.64,36.1
450,3,AFTERNOON,3:04,SUNNY,A,A1,HIGH,4.0,4,0.63,35.1
451,3,AFTERNOON,2:48,SUNNY,A,A2,LOW,5.0,4,0.61,33.4
452,3,AFTERNOON,3:07,SUNNY,A,A2,HIGH,6.0,4,0.47,33.6
453,3,AFTERNOON,2:48,SUNNY,A,A3,LOW,6.0,4,0.62,33.7
454,3,AFTERNOON,3:00,SUNNY,A,A3,HIGH,6.0,4,0.55,35.0
455,3,AFTERNOON,2:46,SUNNY,A,A4,LOW,6.0,4,0.69,29.9
456,3,AFTERNOON,3:06,SUNNY,A,A4,HIGH,4.0,4,0.49,36.1
457,3,AFTERNOON,2:42,SUNNY,B,B1,LOW,6.0,4,0.56,35.9
458,3,AFTERNOON,3:04,SUNNY,B,B1,HIGH,6.0,4,0.56,33.3
459,3,AFTERNOON,2:38,SUNNY,B,B2,LOW,4.0,4,0.66,35.3
460,3,AFTERNOON,2:58,SUNNY,B,B2,HIGH,4.0,4,0.5,34.9
461,3,AFTERNOON,2:50,SUNNY,B,B3,LOW,6.0,4,0.6,35.6
462,3,AFTERNOON,3:01,SUNNY,B,B3,HIGH,6.0,4,0.52,36.1
463,3,AFTERNOON,2:49,SUNNY,B,B4,LOW,4.0,4,0.55,34.9
464,3,AFTERNOON,3:00,SUNNY,B,B4,HIGH,5.0,4,0.57,33.0
465,3,AFTERNOON,2:46,SUNNY,C,C1,LOW,2.0,1,0.53,33.6
466,3,AFTERNOON,3:01,SUNNY,C,C1,HIGH,3.0,1,0.45,32.2
467,3,AFTERNOON,2:51,SUNNY,C,C2,LOW,4.0,1,0.59,32.8
468,3,AFTERNOON,3:06,SUNNY,C,C2,HIGH,4.0,1,0.55,35.0
469,3,AFTERNOON,2:49,SUNNY,C,C3,LOW,2.0,1,0.64,34.1
470,3,AFTERNOON,3:08,SUNNY,C,C3,HIGH,2.0,1,0.68,36.4
471,3,AFTERNOON,2:55,SUNNY,C,C4,LOW,4.0,1,0.58,33.1
472,3,AFTERNOON,3:01,SUNNY,C,C4,HIGH,3.0,1,0.53,35.8
473,3,AFTERNOON,2:49,SUNNY,D,D1,LOW,3.0,1,0.61,32.2
474,3,AFTERNOON,3:00,SUNNY,D,D1,HIGH,3.0,1,0.54,34.7
475,3,AFTERNOON,2:46,SUNNY,D,D2,LOW,3.0,1,0.67,35.0
476,3,AFTERNOON,3:07,SUNNY,D,D2,HIGH,2.0,1,0.44,32.7
477,3,AFTERNOON,2:58,SUNNY,D,D3,LOW,2.0,1,0.65,34.5
478,3,AFTERNOON,3:08,SUNNY,D,D3,HIGH,2.0,1,0.58,34.2
479,3,AFTERNOON,2:56,SUNNY,D,D4,LOW,4.0,1,0.58,33.1
480,3,AFTERNOON,3:06,SUNNY,D,D4,HIGH,2.0,1,0.6,34.1
481,3,AFTERNOON,2:48,SUNNY,E,E1,LOW,3.0,1,0.67,34.2
482,3,AFTERNOON,3:01,SUNNY,E,E1,HIGH,3.0,1,0.62,34.1
483,3,AFTERNOON,2:48,SUNNY,E,E2,LOW,4.0,1,0.66,35.1
484,3,AFTERNOON,3:11,SUNNY,E,E2,HIGH,2.0,1,0.65,35.8
485,3,AFTERNOON,3:02,SUNNY,E,E3,LOW,3.0,1,0.61,33.8
486,3,AFTERNOON,3:12,SUNNY,E,E3,HIGH,2.0,1,0.54,32.7
487,3,AFTERNOON,2:56,SUNNY,E,E4,LOW,4.0,1,0.56,35.3
488,3,AFTERNOON,3:08,SUNNY,E,E4,HIGH,2.0,1,0.57,34.1
489,3,AFTERNOON,2:49,SUNNY,F,F1,LOW,4.0,1,0.57,34.3
490,3,AFTERNOON,3:04,SUNNY,F,F1,HIGH,3.0,1,0.55,33.5
491,3,AFTERNOON,2:49,SUNNY,F,F2,LOW,4.0,1,0.58,33.4
492,3,AFTERNOON,3:05,SUNNY,F,F2,HIGH,2.0,1,0.59,34.7
493,3,AFTERNOON,2:55,SUNNY,F,F3,LOW,3.0,1,0.64,35.5
494,3,AFTERNOON,3:08,SUNNY,F,F3,HIGH,2.0,1,0.53,36.9
495,3,AFTERNOON,3:02,SUNNY,F,F4,LOW,4.0,1,0.51,36.1
496,3,AFTERNOON,3:12,SUNNY,F,F4,HIGH,2.0,1,0.56,30.9
497,3,AFTERNOON,2:52,SUNNY,G,G1,LOW,5.0,4,0.57,36.8
498,3,AFTERNOON,3:08,SUNNY,G,G1,HIGH,3.0,4,0.56,35.7
499,3,AFTERNOON,3:02,SUNNY,G,G2,LOW,4.0,4,0.56,35.1
500,3,AFTERNOON,3:13,SUNNY,G,G2,HIGH,5.0,4,0.47,33.1
501,3,AFTERNOON,3:02,SUNNY,G,G3,LOW,4.0,4,0.57,33.0
502,3,AFTERNOON,3:06,SUNNY,G,G3,HIGH,3.0,4,0.59,36.6
503,3,AFTERNOON,3:05,SUNNY,G,G4,LOW,4.0,4,0.59,32.2
504,3,AFTERNOON,3:08,SUNNY,G,G4,HIGH,5.0,4,0.5,34.5
505,3,AFTERNOON,2:55,SUNNY,H,H1,LOW,4.0,4,0.66,34.7
506,3,AFTERNOON,3:10,SUNNY,H,H1,HIGH,4.0,4,0.54,36.7
507,3,AFTERNOON,2:57,SUNNY,H,H2,LOW,3.0,4,0.62,32.5
508,3,AFTERNOON,3:07,SUNNY,H,H2,HIGH,3.0,4,0.49,36.9
509,3,AFTERNOON,2:51,SUNNY,H,H3,LOW,3.0,4,0.6,33.0
510,3,AFTERNOON,3:11,SUNNY,H,H3,HIGH,5.0,4,0.6,34.6
511,3,AFTERNOON,2:57,SUNNY,H,H4,LOW,3.0,4,0.58,33.1
512,3,AFTERNOON,3:09,SUNNY,H,H4,HIGH,3.0,4,0.54,32.3
513,3,EVENING,5:00,CLOUDY,A,A1,LOW,2.0,4,0.53,28.0
514,3,EVENING,4:58,CLOUDY,A,A1,HIGH,3.0,4,0.63,28.1
515,3,EVENING,4:54,CLOUDY,A,A2,LOW,2.0,4,0.53,27.4
516,3,EVENING,4:56,CLOUDY,A,A2,HIGH,3.0,4,0.65,28.5
517,3,EVENING,4:54,CLOUDY,A,A3,LOW,4.0,4,0.52,27.6
518,3,EVENING,4:53,CLOUDY,A,A3,HIGH,4.0,4,0.65,29.1
519,3,EVENING,5:06,CLOUDY,A,A4,LOW,3.0,4,0.61,28.4
520,3,EVENING,5:09,CLOUDY,A,A4,HIGH,4.0,4,0.62,28.2
521,3,EVENING,4:53,CLOUDY,B,B1,LOW,4.0,4,0.52,29.7
522,3,EVENING,4:54,CLOUDY,B,B1,HIGH,3.0,4,0.48,27.6
523,3,EVENING,4:56,CLOUDY,B,B2,LOW,3.0,4,0.52,26.4
524,3,EVENING,5:02,CLOUDY,B,B2,HIGH,2.0,4,0.59,28.9
525,3,EVENING,4:55,CLOUDY,B,B3,LOW,3.0,4,0.57,26.4
526,3,EVENING,5:03,CLOUDY,B,B3,HIGH,4.0,4,0.55,27.4
527,3,EVENING,4:50,CLOUDY,B,B4,LOW,4.0,4,0.55,27.7
528,3,EVENING,4:46,CLOUDY,B,B4,HIGH,3.0,4,0.53,28.4
529,3,EVENING,5:05,CLOUDY,C,C1,LOW,1.0,1,0.49,26.8
530,3,EVENING,5:02,CLOUDY,C,C1,HIGH,2.0,1,0.56,28.8
531,3,EVENING,4:56,CLOUDY,C,C2,LOW,2.0,1,0.53,29.4
532,3,EVENING,4:54,CLOUDY,C,C2,HIGH,3.0,1,0.55,28.7
533,3,EVENING,5:00,CLOUDY,C,C3,LOW,3.0,1,0.58,28.1
534,3,EVENING,4:54,CLOUDY,C,C3,HIGH,1.0,1,0.62,27.9
535,3,EVENING,5:00,CLOUDY,C,C4,LOW,3.0,1,0.54,29.1
536,3,EVENING,5:06,CLOUDY,C,C4,HIGH,2.0,1,0.56,27.8
537,3,EVENING,4:53,CLOUDY,D,D1,LOW,2.0,1,0.52,27.3
538,3,EVENING,4:53,CLOUDY,D,D1,HIGH,3.0,1,0.59,26.6
539,3,EVENING,4:58,CLOUDY,D,D2,LOW,1.0,1,0.56,27.9
540,3,EVENING,4:54,CLOUDY,D,D2,HIGH,3.0,1,0.5,28.9
541,3,EVENING,4:58,CLOUDY,D,D3,LOW,1.0,1,0.5,27.4
542,3,EVENING,5:01,CLOUDY,D,D3,HIGH,3.0,1,0.46,27.5
543,3,EVENING,4:55,CLOUDY,D,D4,LOW,2.0,1,0.51,27.1
544,3,EVENING,4:53,CLOUDY,D,D4,HIGH,3.0,1,0.45,26.8
545,3,EVENING,5:10,CLOUDY,E,E1,LOW,1.0,1,0.59,26.3
546,3,EVENING,5:00,CLOUDY,E,E1,HIGH,1.0,1,0.52,29.4
547,3,EVENING,4:56,CLOUDY,E,E2,LOW,3.0,1,0.52,27.6
548,3,EVENING,4:53,CLOUDY,E,E2,HIGH,1.0,1,0.6,28.0
549,3,EVENING,4:51,CLOUDY,E,E3,LOW,3.0,1,0.5,27.6
550,3,EVENING,5:01,CLOUDY,E,E3,HIGH,1.0,1,0.55,27.3
551,3,EVENING,5:10,CLOUDY,E,E4,LOW,1.0,1,0.63,27.8
552,3,EVENING,5:02,CLOUDY,E,E4,HIGH,1.0,1,0.58,28.3
553,3,EVENING,4:53,CLOUDY,F,F1,LOW,3.0,1,0.41,28.2
554,3,EVENING,4:51,CLOUDY,F,F1,HIGH,3.0,1,0.46,28.5
555,3,EVENING,4:57,CLOUDY,F,F2,LOW,2.0,1,0.57,27.4
556,3,EVENING,4:57,CLOUDY,F,F2,HIGH,1.0,1,0.55,28.0
557,3,EVENING,4:52,CLOUDY,F,F3,LOW,1.0,1,0.54,28.1
558,3,EVENING,4:51,CLOUDY,F,F3,HIGH,3.0,1,0.55,28.4
559,3,EVENING,4:46,CLOUDY,F,F4,LOW,1.0,1,1.0,27.1
560,3,EVENING,4:52,CLOUDY,F,F4,HIGH,1.0,1,0.5,28.8
561,3,EVENING,5:02,CLOUDY,G,G1,LOW,3.0,4,0.45,28.7
562,3,EVENING,5:01,CLOUDY,G,G1,HIGH,2.0,4,0.52,27.6
563,3,EVENING,5:01,CLOUDY,G,G2,LOW,3.0,4,0.45,27.3
564,3,EVENING,4:56,CLOUDY,G,G2,HIGH,4.0,4,0.57,28.6
565,3,EVENING,4:57,CLOUDY,G,G3,LOW,4.0,4,0.58,27.8
566,3,EVENING,4:57,CLOUDY,G,G3,HIGH,3.0,4,0.53,28.0
567,3,EVENING,5:01,CLOUDY,G,G4,LOW,3.0,4,0.62,27.3
568,3,EVENING,5:10,CLOUDY,G,G4,HIGH,2.0,4,0.54,26.9
569,3,EVENING,4:51,CLOUDY,H,H1,LOW,2.0,4,0.47,28.2
570,3,EVENING,4:57,CLOUDY,H,H1,HIGH,2.0,4,0.48,27.5
571,3,EVENING,5:00,CLOUDY,H,H2,LOW,2.0,4,0.51,28.0
572,3,EVENING,5:00,CLOUDY,H,H2,HIGH,1.0,4,0.47,26.7
573,3,EVENING,4:53,CLOUDY,H,H3,LOW,3.0,4,0.64,28.6
574,3,EVENING,4:56,CLOUDY,H,H3,HIGH,2.0,4,0.58,28.8
575,3,EVENING,4:58,CLOUDY,H,H4,LOW,1.0,4,0.52,29.0
576,3,EVENING,4:52,CLOUDY,H,H4,HIGH,3.0,4,0.54,27.9
577,4,MORNING,8:33,CLEAR,A,A1,LOW,1.0,4,0.67,25.9
578,4,MORNING,8:33,CLEAR,A,A1,HIGH,1.0,4,0.71,24.9
579,4,MORNING,8:33,CLEAR,A,A2,LOW,2.0,4,0.78,26.8
580,4,MORNING,8:32,CLEAR,A,A2,HIGH,1.0,4,0.66,25.8
581,4,MORNING,8:42,CLEAR,A,A3,LOW,3.0,4,0.65,26.6
582,4,MORNING,8:39,CLEAR,A,A3,HIGH,3.0,4,0.7,25.1
583,4,MORNING,8:43,CLEAR,A,A4,LOW,2.0,4,0.72,27.4
584,4,MORNING,8:41,CLEAR,A,A4,HIGH,1.0,4,0.72,26.1
585,4,MORNING,8:41,CLEAR,B,B1,LOW,4.0,4,0.74,26.0
586,4,MORNING,8:44,CLEAR,B,B1,HIGH,4.0,4,0.75,24.7
587,4,MORNING,8:45,CLEAR,B,B2,LOW,3.0,4,0.66,25.3
588,4,MORNING,8:41,CLEAR,B,B2,HIGH,4.0,4,0.74,26.5
589,4,MORNING,8:44,CLEAR,B,B3,LOW,4.0,4,0.73,26.7
590,4,MORNING,8:47,CLEAR,B,B3,HIGH,3.0,4,0.65,25.7
591,4,MORNING,8:39,CLEAR,B,B4,LOW,5.0,4,0.69,27.1
592,4,MORNING,8:43,CLEAR,B,B4,HIGH,3.0,4,0.64,25.1
593,4,MORNING,8:42,CLEAR,C,C1,LOW,4.0,1,0.62,26.3
594,4,MORNING,8:49,CLEAR,C,C1,HIGH,3.0,1,0.68,25.3
595,4,MORNING,8:49,CLEAR,C,C2,LOW,2.0,1,0.65,27.9
596,4,MORNING,8:49,CLEAR,C,C2,HIGH,2.0,1,0.73,27.6
597,4,MORNING,8:50,CLEAR,C,C3,LOW,2.0,1,0.68,25.3
598,4,MORNING,8:53,CLEAR,C,C3,HIGH,4.0,1,0.72,25.2
599,4,MORNING,8:47,CLEAR,C,C4,LOW,2.0,1,0.7,25.4
600,4,MORNING,8:53,CLEAR,C,C4,HIGH,3.0,1,0.83,26.9
601,4,MORNING,8:56,CLEAR,D,D1,LOW,6.0,1,0.65,24.7
602,4,MORNING,8:50,CLEAR,D,D1,HIGH,5.0,1,0.61,25.4
603,4,MORNING,8:53,CLEAR,D,D2,LOW,5.0,1,0.64,26.6
604,4,MORNING,8:58,CLEAR,D,D2,HIGH,5.0,1,0.77,25.7
605,4,MORNING,8:49,CLEAR,D,D3,LOW,6.0,1,0.63,25.7
606,4,MORNING,8:54,CLEAR,D,D3,HIGH,4.0,1,0.7,27.2
607,4,MORNING,8:56,CLEAR,D,D4,LOW,6.0,1,0.72,25.7
608,4,MORNING,8:52,CLEAR,D,D4,HIGH,5.0,1,0.73,26.6
609,4,MORNING,8:53,CLEAR,E,E1,LOW,2.0,1,0.66,24.7
610,4,MORNING,8:57,CLEAR,E,E1,HIGH,3.0,1,0.74,26.7
611,4,MORNING,9:04,CLEAR,E,E2,LOW,4.0,1,0.67,23.8
612,4,MORNING,8:57,CLEAR,E,E2,HIGH,3.0,1,0.76,26.0
613,4,MORNING,9:05,CLEAR,E,E3,LOW,4.0,1,0.71,25.9
614,4,MORNING,8:57,CLEAR,E,E3,HIGH,3.0,1,0.73,26.6
615,4,MORNING,8:59,CLEAR,E,E4,LOW,3.0,1,0.69,25.2
616,4,MORNING,8:57,CLEAR,E,E4,HIGH,4.0,1,0.64,27.3
617,4,MORNING,8:59,CLEAR,F,F1,LOW,7.0,1,0.79,26.5
618,4,MORNING,9:04,CLEAR,F,F1,HIGH,6.0,1,0.82,25.7
619,4,MORNING,9:02,CLEAR,F,F2,LOW,7.0,1,0.75,24.7
620,4,MORNING,9:05,CLEAR,F,F2,HIGH,7.0,1,0.7,25.0
621,4,MORNING,9:05,CLEAR,F,F3,LOW,6.0,1,0.71,26.5
622,4,MORNING,9:01,CLEAR,F,F3,HIGH,7.0,1,0.75,25.5
623,4,MORNING,9:09,CLEAR,F,F4,LOW,5.0,1,0.6,27.3
624,4,MORNING,9:02,CLEAR,F,F4,HIGH,4.0,1,0.68,27.5
625,4,MORNING,9:01,CLEAR,G,G1,LOW,5.0,4,0.66,25.6
626,4,MORNING,9:09,CLEAR,G,G1,HIGH,5.0,4,0.67,25.4
